17_B,16,26.0,8.0,0.0,3.0,8.0,3.0,1.0,0.0,7,8,5,1,2,6,4,3
17_C,169,287.0,107.0,0.0,11.0,107.0,2.0,4.0,0.0,7,5,6,8,1,4,2,3
17_D,17,26.0,10.0,0.0,3.0,10.0,3.0,1.0,0.0,7,6,5,8,1,2,4,3
17_E,37,62.0,15.0,0.0,5.0,15.0,1.0,2.0,0.0,7,8,5,6,2,1,3,4
180_C,45,71.0,23.0,0.0,6.0,23.0,2.0,1.0,0.0,5,7,6,8,2,4,1,3
180_D,65,109.0,29.0,0.0,11.0,29.0,2.0,1.0,0.0,7,6,4,2,8,3,5,1
180_E,5,11.0,1.0,0.0,1.0,1.0,2.0,1.0,100001.0,6,8,7,1,3,5,2,4
181_B,71,118.0,37.0,0.0,8.0,37.0,2.0,2.0,0.0,5,7,8,6,2,1,3,4
182_A,75,140.0,29.0,3.0,7.0,29.0,2.0,1.0,0.0,5,7,8,6,1,2,3,4
182_B,19,30.0,10.0,0.0,3.0,10.0,3.0,1.0,0.0,5,7,8,6,2,1,4,3
182_D,18,32.0,7.0,0.0,4.0,7.0,4.0,1.0,0.0,5,7,8,6,2,1,3,4
182_E,21,34.0,10.0,0.0,3.0,10.0,3.0,1.0,0.0,5,7,8,6,1,2,3,4
185_D,26,41.0,12.0,0.0,4.0,12.0,2.0,1.0,0.0,5,8,6,2,7,1,4,3
185_E,5,11.0,1.0,0.0,1.0,1.0,2.0,1.0,101011.0,5,8,7,4,2,6,1,3
186_A,26,45.0,9.0,0.0,5.0,9.0,2.0,1.0,0.0,5,7,8,1,6,3,4,2
186_B,41,95.0,16.0,0.0,3.0,16.0,2.0,1.0,0.0,5,6,7,8,1,2,4,3
189,21,34.0,15.0,0.0,2.0,15.0,2.0,2.0,0.0,7,8,5,6,2,1,3,4
189_A,51,79.0,25.0,0.0,6.0,25.0,2.0,2.0,0.0,7,8,5,6,2,1,4,3
18_A,98,193.0,63.0,0.0,6.0,63.0,6.0,1.0,0.0,7,6,5,8,2,4,1,3
18_B,27,43.0,12.0,0.0,4.0,12.0,4.0,1.0,0.0,7,5,8,6,2,4,1,3
18_C,22,37.0,12.0,0.0,5.0,12.0,2.0,1.0,0.0,7,6,8,5,2,1,4,3
18_D,13,22.0,6.0,0.0,3.0,6.0,3.0,1.0,0.0,8,4,7,5,2,6,1,3
18_E,18,28.0,9.0,0.0,3.0,9.0,3.0,2.0,0.0,7,5,2,6,3,8,4,1
190_E,33,58.0,9.0,0.0,3.0,9.0,2.0,2.0,0.0,5,7,8,6,2,1,4,3
191_A,58,99.0,33.0,0.0,9.0,33.0,2.0,2.0,0.0,5,8,6,7,2,1,4,3
191_C,5,11.0,1.0,0.0,1.0,1.0,2.0,1.0,131072.0,6,5,7,8,2,1,4,3
192_B,27,47.0,14.0,0.0,3.0,14.0,3.0,1.0,0.0,5,7,6,8,2,1,4,3
193_E,5,11.0,1.0,0.0,1.0,1.0,2.0,1.0,15000005.0,3,8,6,2,5,1,4,7
195_C,32,54.0,6.0,0.0,8.0,8.0,1.0,1.0,0.0,5,2,7,8,6,1,4,3
196_A,22,36.0,9.0,0.0,4.0,9.0,1.0,2.0,0.0,7,2,5,6,1,8,3,4
196_E,5,11.0,1.0,0.0,1.0,1.0,2.0,1.0,100010.0,3,5,2,8,6,1,7,4
198_D,44,73.0,24.0,0.0,6.0,24.0,2.0,2.0,0.0,5,2,1,7,8,6,4,3
198_E,5,11.0,1.0,0.0,1.0,1.0,2.0,1.0,250001.0,1,8,3,7,5,6,2,4
19_A,5,11.0,1.0,0.0,1.0,1.0,2.0,1.0,110.0,7,6,5,8,1,2,3,4
19_C,5,11.0,1.0,0.0,1.0,1.0,2.0,1.0,100100.0,8,5,2,6,7,1,4,3
19_E,122,194.0,77.0,0.0,12.0,77.0,2.0,1.0,0.0,7,2,5,6,8,4,3,1
1_B,18,27.0,9.0,0.0,3.0,9.0,3.0,2.0,0.0,7,6,8,1,3,2,5,4
1_C,27,45.0,16.0,2.0,3.0,16.0,3.0,1.0,0.0,5,7,6,2,8,1,3,4
200_A,50,84.0,25.0,0.0,7.0,25.0,2.0,1.0,0.0,5,7,6,2,8,1,4,3
200_C,94,208.0,41.0,0.0,19.0,41.0,2.0,3.0,0.0,5,7,6,1,2,8,4,3
200_D,16,31.0,8.0,0.0,3.0,8.0,3.0,3.0,0.0,5,7,6,2,1,8,4,3
201_C,119,222.0,70.0,0.0,5.0,70.0,2.0,1.0,0.0,7,5,1,6,8,4,2,3
201_E,46,71.0,23.0,0.0,4.0,23.0,4.0,3.0,0.0,5,7,2,6,8,1,4,3
202_A,27,42.0,12.0,0.0,5.0,12.0,2.0,1.0,0.0,5,7,1,2,8,6,4,3
203_B,28,47.0,15.0,0.0,4.0,15.0,4.0,3.0,0.0,5,7,2,1,8,6,4,3
203_E,55,93.0,29.0,0.0,8.0,29.0,2.0,1.0,0.0,5,7,2,1,6,8,4,3
204_D,89,149.0,46.0,0.0,9.0,46.0,2.0,1.0,0.0,5,7,6,1,8,2,4,3
205_A,26,43.0,14.0,0.0,7.0,14.0,2.0,1.0,0.0,7,2,5,1,8,6,4,3
205_B,34,55.0,18.0,0.0,5.0,18.0,2.0,1.0,0.0,5,2,6,7,1,8,4,3
207_B1,39,63.0,21.0,0.0,5.0,21.0,2.0,2.0,0.0,7,2,5,6,8,1,4,3
207_B2,32,53.0,16.0,0.0,5.0,16.0,2.0,1.0,0.0,5,7,2,6,1,4,8,3
207_B3,15,25.0,7.0,0.0,2.0,7.0,2.0,1.0,0.0,4,5,7,2,1,6,8,3
207_C2,5,11.0,1.0,0.0,1.0,1.0,2.0,1.0,65536.0,2,6,1,5,7,3,8,4
207_C3,60,100.0,35.0,0.0,8.0,35.0,2.0,1.0,0.0,5,7,6,1,2,8,4,3
207_D3,30,58.0,9.0,0.0,6.0,9.0,2.0,1.0,0.0,5,7,2,8,1,6,4,3
207_D4,27,43.0,12.0,0.0,4.0,12.0,4.0,2.0,0.0,7,5,2,8,1,6,4,3
208_B,13,22.0,5.0,0.0,3.0,5.0,3.0,1.0,0.0,2,7,1,8,6,5,3,4
208_E,5,11.0,1.0,0.0,1.0,1.0,2.0,1.0,100009.0,4,7,2,6,1,5,8,3
209_A,17,34.0,8.0,0.0,2.0,8.0,2.0,1.0,0.0,2,4,7,1,6,8,3,5
209_C,14,24.0,8.0,0.0,2.0,8.0,2.0,1.0,0.0,7,1,2,5,8,6,4,3
20_C,5,11.0,1.0,0.0,1.0,1.0,2.0,1.0,100002.0,1,5,7,2,8,6,4,3
2-11,35,51.0,20.0,0.0,6.0,20.0,2.0,1.0,0.0,6,8,7,5,1,2,4,3
212_B,20,33.0,11.0,0.0,3.0,11.0,3.0,1.0,0.0,6,7,1,5,2,8,4,3
213_B,53,86.0,25.0,0.0,5.0,25.0,2.0,4.0,0.0,5,7,1,2,6,8,4,3
213_E,13,21.0,6.0,0.0,3.0,6.0,3.0,2.0,0.0,7,1,2,6,8,4,3,5
215_D,55,93.0,26.0,0.0,6.0,26.0,2.0,1.0,0.0,1,7,5,6,8,2,4,3
215_E,17,25.0,9.0,0.0,3.0,9.0,3.0,3.0,0.0,1,7,5,6,8,2,3,4
216_B,46,78.0,26.0,0.0,6.0,26.0,2.0,1.0,0.0,5,7,1,6,2,8,3,4
216_C,14,23.0,7.0,0.0,3.0,7.0,3.0,1.0,0.0,1,7,5,2,6,8,3,4
216_E,74,129.0,38.0,0.0,3.0,38.0,2.0,1.0,0.0,5,7,1,6,8,2,3,4
217_C,48,76.0,19.0,0.0,11.0,19.0,2.0,2.0,0.0,7,5,1,2,6,4,8,3
217_D,25,42.0,14.0,0.0,3.0,14.0,3.0,1.0,0.0,8,5,2,6,1,3,4,7
217_E,38,62.0,22.0,0.0,6.0,22.0,2.0,1.0,0.0,5,8,7,1,2,6,4,3
219_A,18,29.0,8.0,0.0,3.0,8.0,3.0,3.0,0.0,5,7,1,2,8,6,4,3
219_B,16,25.0,9.0,0.0,2.0,9.0,2.0,1.0,0.0,7,5,8,2,1,6,4,3
219_C,35,53.0,17.0,0.0,3.0,17.0,3.0,1.0,0.0,7,1,5,8,6,2,4,3
219_D,5,11.0,1.0,0.0,1.0,1.0,2.0,1.0,200020.0,1,7,5,8,6,2,3,4
219_E,190,351.0,92.0,0.0,26.0,92.0,2.0,1.0,0.0,5,7,1,8,6,2,4,3
21_A,90,152.0,41.0,0.0,24.0,41.0,2.0,1.0,0.0,7,6,1,5,2,8,4,3
21_C,36,57.0,18.0,0.0,7.0,18.0,2.0,1.0,0.0,7,5,2,8,6,1,3,4
21_D,22,36.0,10.0,0.0,5.0,10.0,2.0,1.0,0.0,7,1,5,6,2,8,3,4
